id,ord_in_trial,start_time,stop_time,trial_id,x,y,image_index,image_path
135,0,63.6722,63.7012,25,22.711066694348347,12.0,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
136,1,63.7502,63.901199999999996,25,-11.314631149346345,-12.784359271513054,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
137,2,63.9522,64.0732,25,-3.1699190982497725,-13.999811553453666,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
138,3,64.1402,64.7332,25,0.20571346090030848,0.22728569603158272,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
139,4,64.7942,64.88719999999999,25,-13.194313962725365,-1.6158064635451472,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
140,5,64.9502,65.0662,25,-0.23504243699734492,5.326972466815029,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
141,6,65.11019999999999,65.6922,25,9.337966641945465,1.9418893733799913,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
142,7,65.72619999999999,66.22019999999999,25,7.88846572220126,1.5399995245282594,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
143,8,66.2802,66.3312,25,-3.290797629812754,1.8706706829332975,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
144,9,66.3802,66.5202,25,7.28258453168984,1.7327845919422762,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
145,10,66.58619999999999,66.6722,25,11.48042339070489,-12.82216481436381,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
146,11,66.7252,67.1032,25,4.539688499733925,-0.33083404110729164,156.0,Stimuli/5a48c4a9220f5fc9e9f9644114178925.png
147,0,68.067825,68.105825,27,20.149066973549484,2.0276037200869417,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
148,1,68.16382499999999,68.880825,27,0.7037821805979441,1.7392383970826226,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
149,2,68.921825,69.06282499999999,27,4.85831712706868,2.8000222392827068,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
150,3,69.090825,69.475825,27,4.931729259718273,0.08445230300291312,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
151,4,69.507825,69.629825,27,5.4846062294511055,-3.7433619877788304,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
152,5,69.66382499999999,69.80082499999999,27,4.3647086415091145,-1.2292008479562155,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
153,6,69.837825,69.951825,27,5.677083291318705,-4.040167063097018,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
154,7,69.974825,70.194825,27,6.558065335496807,-3.097631002999186,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
155,8,70.22082499999999,70.480825,27,4.282930620445153,-2.471329181398719,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
156,9,70.53582499999999,70.885825,27,8.962864394527987,-15.754877581044155,243.0,Stimuli/a17a84c2ecd58d3420427ce207d1e7bc.png
157,0,71.39602500000001,71.599025,28,1.673404411855901,-2.852304503855754,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
158,1,71.627025,72.305025,28,0.08701924639970185,0.78630536032467,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
159,2,72.348025,72.541025,28,-5.124359759872042,1.2168721198067227,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
160,3,72.562025,72.742025,28,-6.630595007641186,1.6961683733028476,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
161,4,72.785025,72.924025,28,-4.810921560421525,-1.395654560665618,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
162,5,72.972025,73.085025,28,-7.440250336428472,0.3386912003321234,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
163,6,73.133025,73.26202500000001,28,-3.5767138911942076,-2.831518963778879,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
164,7,73.306025,73.656025,28,-7.578244641546753,-0.11474823430557517,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
165,8,73.868025,73.989025,28,-5.650905302639164,0.1932293682546591,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
166,9,74.096025,74.463025,28,9.728905508897581,-15.92840914916918,134.0,Stimuli/6278e240f14b3160991ab0b2e6e0c3b2.png
167,0,76.1936,76.2226,31,20.721671940257387,4.8119135540732865,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
168,1,76.2916,76.98060000000001,31,0.42180265761474894,1.9642887329484902,115.0,Stimuli/e99a9b71de5cad794f3d862f6fdfce2b.png
